,Name,Remote Name,Formula,Comment
54,[SINISTRO_HM_P1],[SINISTRO_REEMBOLSO_P1 (cópia)_637540867863584792],IF      [FILTRO_P1]  THEN    [VAL_TOTAL_SINISTRO_HONORARIO_MEDICO] ELSE      0 END ,
55,[SINISTRO_HM_P2],[SINISTRO_REEMBOLSO_P2 (cópia)_637540867863584793],IF      [FILTRO_P2]  THEN     [VAL_TOTAL_SINISTRO_HONORARIO_MEDICO] ELSE      0 END ,
56,[Sgl Uf Prestador_FILTRO_NULL],[Sgl Uf Prestador (copy)_785596694201114633],[SIG_UF_PRESTADOR] ,
57,[TX_REEMBOLSO_P1],[Sinistro Reembolso_P2 (cópia)_970807218075648016],SUM([SINISTRO_REEMBOLSO_P1]) / SUM([SINISTRO_P1]) ,
58,[TEMPO_MEDIO_INTERNADO_P2],[TEMPO_MEDIO_INTERNADO_P1 (cópia)_1531223899170844686],SUM([TOTAL_DIAS_INTERNADO_P2]) / SUM([QTD_INTERNACAO_P2]) ,
59,[TEMPO_MEDIO_INTERNADO_UTI_P1],[TEMPO_MEDIO_INTERNADO_P1 (cópia)_1531223899170902034],SUM([TOTAL_DIAS_INTERNADO_UTI_P1]) / SUM([QTDE_INTERNACAO_UTI_P1]) ,
60,[TEMPO_MEDIO_INTERNADO_UTI_P2],[TEMPO_MEDIO_INTERNADO_P2 (cópia)_1531223899170902032],SUM([TOTAL_DIAS_INTERNADO_UTI_P2]) / SUM([QTDE_INTERNACAO_UTI_P2]) ,
61,[TEMPO_MEDIO_UTI_NEO_P1],[TEMPO_MEDIO_INTERNADO_UTI_P1 (cópia)_877920491177320457],SUM([TOTAL_DIAS_INTERNADO_UTI_NEO_P1]) / SUM([QTDE_INTERNACAO_UTI_NEO_P1]) ,
62,[TEMPO_MEDIO_UTI_NEO_P2],[TEMPO_MEDIO_INTERNADO_UTI_P2 (cópia)_877920491177320458],SUM([TOTAL_DIAS_INTERNADO_UTI_NEO_P2]) / SUM([QTDE_INTERNACAO_UTI_NEO_P2]) ,
63,[TEMPO_MEDIO_INTERNADO_P1],[TOTAL_DIAS_INTERNADO_P1 (cópia)_1531223899170713613],SUM([TOTAL_DIAS_INTERNADO_P1]) / SUM([QTD_INTERNACAO_P1]) ,
64,[TOTAL_DIAS_INTERNADO_UTI_P1],[TOTAL_DIAS_INTERNADO_P1 (cópia)_1531223899170902031],IF      [FILTRO_P1]  THEN     [QTD_TOTAL_DIAS_INTERNADO_COM_UTI_GERAL] ELSE      0 END ,
65,[TOTAL_DIAS_INTERNADO_UTI_P2],[TOTAL_DIAS_INTERNADO_P2 (cópia)_1531223899170902033],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_DIAS_INTERNADO_COM_UTI_GERAL] ELSE      0 END ,
66,[TOTAL_DIAS_INTERNADO_UTI_NEO_P2],[TOTAL_DIAS_INTERNADO_UTI_NEO_P1 (cópia)_637540868592947238],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_DIAS_INTERNADO_COM_UTI_NEONATAL] ELSE      0 END ,
67,[TOTAL_DIAS_INTERNADO_UTI_NEO_P1],[TOTAL_DIAS_INTERNADO_UTI_P1 (cópia)_637540868592451620],IF      [FILTRO_P1]  THEN     [QTD_TOTAL_DIAS_INTERNADO_COM_UTI_NEONATAL] ELSE      0 END ,
68,[TOTAL_DIAS_INTERNADO_P1],[TOTAL_DIAS_INTERNADO_UTI_P1 (cópia)_637540871074226458],IF      [FILTRO_P1]  THEN     [QTD_TOTAL_DIAS_INTERNADO] ELSE      0 END ,
69,[TOTAL_DIAS_INTERNADO_P2],[TOTAL_DIAS_INTERNADO_UTI_P2 (cópia)_637540871074226459],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_DIAS_INTERNADO] ELSE      0 END ,
70,[TX_REINTERNACAO_GERAL_P1],[TX_INTERNACAO_PS_P1 (cópia)_637540871044366581],SUM([QTDE_REINTERNACAO_GERAL_P1]) / SUM([QTD_INTERNACAO_P1]) ,
71,[TX_REINTERNACAO_GERAL_P2],[TX_INTERNACAO_PS_P2 (cópia)_637540871044366582],SUM([QTDE_REINTERNACAO_GERAL_P2]) / SUM([QTD_INTERNACAO_P2]) ,
72,[TX_INTERNACAO_PS_P1],[TX_INTERNACAO_UTI_NEO_P1 (cópia)_637540871042138350],SUM([QTDE_INTERNACAO_PS_P1]) / SUM([QTD_INTERNACAO_P1]) ,
73,[TX_INTERNACAO_PS_P2],[TX_INTERNACAO_UTI_NEO_P2 (cópia)_637540871042138351],SUM([QTDE_INTERNACAO_PS_P2]) / SUM([QTD_INTERNACAO_P2]) ,
74,[TX_INTERNACAO_UTI_NEO_P1],[TX_INTERNACAO_UTI_P1 (cópia)_637540871038922981],SUM([QTDE_INTERNACAO_UTI_NEO_P1]) / SUM([QTD_INTERNACAO_P1]) ,
75,[TX_INTERNACAO_UTI_NEO_P2],[TX_INTERNACAO_UTI_P2 (cópia)_637540871038922982],SUM([QTDE_INTERNACAO_UTI_NEO_P2]) / SUM([QTD_INTERNACAO_P2]) ,
76,[TX_REINTERNACAO_PREST_P1],[TX_REINTERNACAO_GERAL_P1 (cópia)_637540871048286461],SUM([QTDE_REINTERNACAO_PREST_P1]) / SUM([QTD_INTERNACAO_P1]) ,
77,[TX_REINTERNACAO_PREST_P2],[TX_REINTERNACAO_GERAL_P2 (cópia)_637540871048286462],SUM([QTDE_REINTERNACAO_PREST_P2]) / SUM([QTD_INTERNACAO_P2]) ,
78,[TX_SINISTRO_MATERIAL_P1],[TX_REINTERNACAO_PREST_P1 (cópia)_637540871051387141],SUM([QTDE_SINISTRO_MATERIAL_P1]) / SUM([SINISTRO_P1]) ,
79,[TX_SINISTRO_MATERIAL_P2],[TX_REINTERNACAO_PREST_P2 (cópia)_637540871051387142],SUM([QTDE_SINISTRO_MATERIAL_P2]) / SUM([SINISTRO_P2]) ,
80,[TX_SINISTRO_MEDICAMENTOS_P1],[TX_SINISTRO_MATERIAL_P1 (cópia)_637540871055683853],SUM([QTDE_SINISTRO_MEDICAMENTOS_P1]) / SUM([SINISTRO_P1]) ,
81,[TX_SINISTRO_MEDICAMENTOS_P2],[TX_SINISTRO_MATERIAL_P2 (cópia)_637540871055683854],SUM([QTDE_SINISTRO_MEDICAMENTOS_P2]) / SUM([SINISTRO_P2]) ,
82,[TX_REEMBOLSO_P2],[Taxa reembolso_P1 (cópia)_970807218076418065],SUM([SINISTRO_REEMBOLSO_P2]) / SUM([SINISTRO_P2]) ,
83,[TX_INTERNACAO_UTI_P1],[Taxa reembolso_P1 (cópia)_970807218084225054],SUM([QTDE_INTERNACAO_UTI_P1]) / SUM([QTD_INTERNACAO_P1]) ,
84,[TX_INTERNACAO_UTI_P2],[Taxa reembolso_P2 (cópia)_970807218084225055],SUM([QTDE_INTERNACAO_UTI_P2]) / SUM([QTD_INTERNACAO_P2]) ,
85,[QTD_IDADE_P1],[Total Internacao Geral da base_P1 (cópia)_648799848219643919],IF      [FILTRO_P1]  THEN     [QTD_TOTAL_IDADE_BENEFICIARIO] ELSE      NULL END ,
86,[QTD_IDADE_P2],[Total Internacao Geral da base_P2 (cópia)_648799848219643921],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_IDADE_BENEFICIARIO] ELSE      NULL END ,
87,[VAR_QTD_INTERNACAO],[Total de Internacao_P2 (cópia)_970807218622677042],( sum([QTD_INTERNACAO_P1]) - sum([QTD_INTERNACAO_P2]) ) / sum([QTD_INTERNACAO_P2]) ,
88,[SINISTRO_P1],[VALOR_PAGO_TOTAL_HONORARIO_MEDICO_P1 (cópia)_354939971429343250],IF      [FILTRO_P1]  THEN     [VAL_TOTAL_SINISTRO_INTERNACAO] ELSE      0 END ,
89,[SINISTRO_P2],[VALOR_PAGO_TOTAL_HONORARIO_MEDICO_P2 (cópia)_354939971429343251],IF      [FILTRO_P2]  THEN     [VAL_TOTAL_SINISTRO_INTERNACAO] ELSE      0 END ,
90,[SINISTRO_REEMBOLSO_P1],[VALOR_PAGO_TOTAL_MATERIAL_P1 (cópia) (cópia)_354939971429810200],IF      [FILTRO_P1]  THEN     [VAL_TOTAL_SINISTRO_REEMBOLSO] ELSE      0 END ,
91,[SINISTRO_REEMBOLSO_P2],[VALOR_PAGO_TOTAL_MATERIAL_P2 (cópia) (cópia)_354939971429810201],IF      [FILTRO_P2]  THEN     [VAL_TOTAL_SINISTRO_REEMBOLSO] ELSE      0 END ,
92,[VAR_IDADE_MEDIA_SETA_G],[VAR_CRESCIMENTO_REPRESENTATIVIDADE_SETA_G (copy)_631911356189233161],IF [VAR_IDADE_MEDIA] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
93,[VAR_IDADE_MEDIA_SETA_R],[VAR_CRESCIMENTO_REPRESENTATIVIDADE_SETA_R (copy)_631911356189233162],IF [VAR_IDADE_MEDIA] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
94,[VAR_IDADE_MEDIA_SETA_Y],[VAR_CRESCIMENTO_REPRESENTATIVIDADE_SETA_Y (copy)_631911356189233163],IF [VAR_IDADE_MEDIA] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_IDADE_MEDIA] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
95,[VAR_CUSTO_MEDIO_HM],[VAR_CUSTO_MEDIO (cópia)_637540867861917710],( [CUSTO_MEDIO_P1] - [CUSTO_MEDIO_P2] ) / [CUSTO_MEDIO_P2] ,
96,[VAR_CUSTO_MEDIO_HM_SETA_G],[VAR_CUSTO_MEDIO_SETA_G (cópia)_637540867861917717],IF [VAR_CUSTO_MEDIO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
97,[VAR_CUSTO_MEDIO_HM_SETA_R],[VAR_CUSTO_MEDIO_SETA_R (cópia)_637540867861917718],IF [VAR_CUSTO_MEDIO] > [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▲' END ,
98,[VAR_CUSTO_MEDIO_HM_SETA_Y],[VAR_CUSTO_MEDIO_SETA_Y (cópia)_637540867861917716],IF [VAR_CUSTO_MEDIO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
99,[VAR_TEMPO_MEDIO_SETA_Y],[VAR_IDADE_MEDIA_SETA_Y (cópia)_637540867879780384],IF [VAR_TEMPO_MEDIO_INTERNADO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TEMPO_MEDIO_INTERNADO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
100,[VAR_CUSTO_MEDIO_SETA_Y],[VAR_QTD_INTERNACAO_SETA_Y (cópia)_637540867859501069],IF [VAR_CUSTO_MEDIO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
101,[VAR_TX_REEMBOLSO_SETA_G],[VAR_SINISTRO_SETA_G (cópia) (cópia)_778278342765641827],IF [VAR_TX_REEMBOLSO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
102,[VAR_CUSTO_MEDIO_SETA_G],[VAR_SINISTRO_SETA_G (cópia)_778278342765543520],IF [VAR_CUSTO_MEDIO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
103,[VAR_TX_REEMBOLSO_SETA_R],[VAR_SINISTRO_SETA_R (cópia) (cópia)_778278342765641828],IF [VAR_TX_REEMBOLSO] > [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▲' END ,
104,[VAR_SINISTRO_SETA_Y],[VAR_SINISTRO_SETA_R (cópia)_637540867843317760],IF [VAR_SINISTRO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_SINISTRO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
105,[VAR_CUSTO_MEDIO_SETA_R],[VAR_SINISTRO_SETA_R (cópia)_778278342765543521],IF [VAR_CUSTO_MEDIO] > [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▲' END ,
106,[VAR_TX_REEMBOLSO_SETA_Y],[VAR_SINISTRO_SETA_Y (cópia)_637540867852648452],IF [VAR_TX_REEMBOLSO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TX_REEMBOLSO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
107,[VAR_TX_INTERNACAO_UTI_SETA_G],[VAR_TAXA_MEDICAMENTO_SETA_G (cópia)_324259206664462370],IF [VAR_TX_INTERNACAO_UTI] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
108,[VAR_TX_INTERNACAO_UTI_SETA_R],[VAR_TAXA_MEDICAMENTO_SETA_R (cópia)_324259206664462371],IF [VAR_TX_INTERNACAO_UTI] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
109,[VAR_TEMPO_MEDIO_SETA_G],[VAR_TAXA_REINTERNACAO_PREST_SETA_G (cópia)_324259206731186228],IF [VAR_TEMPO_MEDIO_INTERNADO] < 0 THEN '▼' END ,
110,[VAR_TEMPO_MEDIO_SETA_R],[VAR_TAXA_REINTERNACAO_PREST_SETA_R (cópia)_324259206731186229],IF [VAR_TEMPO_MEDIO_INTERNADO] > 0 THEN '▲' END ,
111,[VAR_TEMPO_MEDIO_UTI_SETA_G],[VAR_TEMPO_MEDIO_SETA_G (cópia)_324259206733901879],IF [VAR_TEMPO_MEDIO_UTI] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
112,[VAR_TEMPO_MEDIO_UTI_SETA_R],[VAR_TEMPO_MEDIO_SETA_R (cópia)_324259206733901880],IF [VAR_TEMPO_MEDIO_UTI] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
113,[VAR_TEMPO_MEDIO_UTI_SETA_Y],[VAR_TEMPO_MEDIO_SETA_Y (cópia)_637540868588892193],IF [VAR_TEMPO_MEDIO_UTI] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TEMPO_MEDIO_UTI] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
114,[VAR_TEMPO_MEDIO_UTI_NEO],[VAR_TEMPO_MEDIO_UTI (cópia)_877920491177320456],( [TEMPO_MEDIO_UTI_NEO_P1] - [TEMPO_MEDIO_UTI_NEO_P2] ) / [TEMPO_MEDIO_UTI_NEO_P2] ,
115,[VAR_TX_INTERNACAO_UTI_SETA_Y],[VAR_TEMPO_MEDIO_UTI_NEO_SETA_Y (cópia)_637540868607021099],IF [VAR_TX_INTERNACAO_UTI] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_INTERNACAO_UTI] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
116,[VAR_TEMPO_MEDIO_UTI_NEO_SETA_G],[VAR_TEMPO_MEDIO_UTI_SETA_G (cópia)_877920491177320459],IF [VAR_TEMPO_MEDIO_UTI_NEO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
117,[VAR_TEMPO_MEDIO_UTI_NEO_SETA_R],[VAR_TEMPO_MEDIO_UTI_SETA_R (cópia)_877920491177320460],IF [VAR_TEMPO_MEDIO_UTI_NEO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▼' END ,
118,[VAR_TEMPO_MEDIO_UTI_NEO_SETA_Y],[VAR_TEMPO_MEDIO_UTI_SETA_Y (cópia)_637540868594716711],IF [VAR_TEMPO_MEDIO_UTI_NEO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TEMPO_MEDIO_UTI_NEO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
119,[VAR_SINISTRO_SETA_G],[VAR_TOTAL_BENEFICIARIO_SETA_G (cópia) (cópia)_778278342763262045],IF [VAR_SINISTRO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
120,[VAR_QTD_INTERNACAO_SETA_G],[VAR_TOTAL_BENEFICIARIO_SETA_G (cópia)_778278342762872922],IF [VAR_QTD_INTERNACAO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
121,[VAR_SINISTRO_SETA_R],[VAR_TOTAL_BENEFICIARIO_SETA_R (cópia) (cópia)_778278342763262046],IF [VAR_SINISTRO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
122,[VAR_QTD_INTERNACAO_SETA_R],[VAR_TOTAL_BENEFICIARIO_SETA_R (cópia)_778278342762872923],IF [VAR_QTD_INTERNACAO] > [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▲' END ,
123,[VAR_TX_REINTERNACAO_GERAL],[VAR_TX_INTERNACAO_PS (cópia)_637540871044366583],( [TX_REINTERNACAO_GERAL_P1] - [TX_REINTERNACAO_GERAL_P2] ) / [TX_REINTERNACAO_GERAL_P2] ,
124,[VAR_TX_REINTERNACAO_GERAL_SETA_G],[VAR_TX_INTERNACAO_PS_SETA_G  (cópia)_637540871044366584],IF [VAR_TX_REINTERNACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
125,[VAR_TX_REINTERNACAO_GERAL_SETA_R],[VAR_TX_INTERNACAO_PS_SETA_R (cópia)_637540871044366585],IF [VAR_TX_REINTERNACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
126,[VAR_TX_REINTERNACAO_GERAL_SETA_Y],[VAR_TX_INTERNACAO_PS_SETA_Y (cópia)_637540871044366586],IF [VAR_TX_REINTERNACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_REINTERNACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
127,[VAR_TX_INTERNACAO_PS],[VAR_TX_INTERNACAO_UTI_NEO (cópia)_637540871042138347],( [TX_INTERNACAO_PS_P1] - [TX_INTERNACAO_PS_P2] ) / [TX_INTERNACAO_PS_P2] ,
128,[VAR_TX_INTERNACAO_PS_SETA_G],[VAR_TX_INTERNACAO_UTI_NEO_SETA_G (cópia)_637540871042138352],IF [VAR_TX_INTERNACAO_PS] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
129,[VAR_TX_INTERNACAO_PS_SETA_R],[VAR_TX_INTERNACAO_UTI_NEO_SETA_R (cópia)_637540871042138353],IF [VAR_TX_INTERNACAO_PS] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
130,[VAR_TX_INTERNACAO_PS_SETA_Y],[VAR_TX_INTERNACAO_UTI_NEO_SETA_Y (cópia)_637540871042138354],IF [VAR_TX_INTERNACAO_PS] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_INTERNACAO_PS] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
131,[VAR_TX_INTERNACAO_UTI_NEO_SETA_G],[VAR_TX_INTERNACAO_UTI_SETA_G (cópia)_637540871038922983],IF [VAR_TX_INTERNACAO_UTI_NEO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
132,[VAR_TX_INTERNACAO_UTI_NEO_SETA_R],[VAR_TX_INTERNACAO_UTI_SETA_R (cópia)_637540871038922984],IF [VAR_TX_INTERNACAO_UTI_NEO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
133,[VAR_TX_INTERNACAO_UTI_NEO_SETA_Y],[VAR_TX_INTERNACAO_UTI_SETA_Y (cópia)_637540871038922985],IF [VAR_TX_INTERNACAO_UTI_NEO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_INTERNACAO_UTI_NEO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
134,[VAR_QTD_INTERNACAO_SETA_Y],[VAR_TX_REEMBOLSO_SETA_Y (cópia)_637540867856863241],IF [VAR_QTD_INTERNACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_QTD_INTERNACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
135,[VAR_TX_REINTERNACAO_PREST],[VAR_TX_REINTERNACAO_GERAL (cópia)_637540871048286463],( [TX_REINTERNACAO_PREST_P1] - [TX_REINTERNACAO_PREST_P2] ) / [TX_REINTERNACAO_PREST_P2] ,
136,[VAR_TX_REINTERNACAO_PREST_SETA_G],[VAR_TX_REINTERNACAO_GERAL_SETA_G (cópia)_637540871048286464],IF [VAR_TX_REINTERNACAO_PREST] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
137,[VAR_TX_REINTERNACAO_PREST_SETA_R],[VAR_TX_REINTERNACAO_GERAL_SETA_R (cópia)_637540871048286465],IF [VAR_TX_REINTERNACAO_PREST] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
138,[VAR_TX_REINTERNACAO_PREST_SETA_Y],[VAR_TX_REINTERNACAO_GERAL_SETA_Y (cópia)_637540871048286466],IF [VAR_TX_REINTERNACAO_PREST] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_REINTERNACAO_PREST] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
139,[VAR_TX_SINISTRO_MATERIAL],[VAR_TX_REINTERNACAO_PREST (cópia)_637540871051387143],( [TX_SINISTRO_MATERIAL_P1] - [TX_SINISTRO_MATERIAL_P2] ) / [TX_SINISTRO_MATERIAL_P2] ,
140,[VAR_TX_SINISTRO_MATERIAL_SETA_G],[VAR_TX_REINTERNACAO_PREST_SETA_G (cópia)_637540871051387144],IF [VAR_TX_SINISTRO_MATERIAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
141,[VAR_TX_SINISTRO_MATERIAL_SETA_R],[VAR_TX_REINTERNACAO_PREST_SETA_R (cópia)_637540871051387145],IF [VAR_TX_SINISTRO_MATERIAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
142,[VAR_TX_SINISTRO_MATERIAL_SETA_Y],[VAR_TX_REINTERNACAO_PREST_SETA_Y (cópia)_637540871051387146],IF [VAR_TX_SINISTRO_MATERIAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_SINISTRO_MATERIAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
143,[VAR_TX_SINISTRO_MEDICAMENTOS],[VAR_TX_SINISTRO_MATERIAL (cópia)_637540871055683855],( [TX_SINISTRO_MEDICAMENTOS_P1] - [TX_SINISTRO_MEDICAMENTOS_P2] ) / [TX_SINISTRO_MEDICAMENTOS_P2] ,
144,[VAR_TX_SINISTRO_MEDICAMENTOS_SETA_G],[VAR_TX_SINISTRO_MATERIAL_SETA_G (cópia)_637540871055683856],IF [VAR_TX_SINISTRO_MEDICAMENTOS] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
145,[VAR_TX_SINISTRO_MEDICAMENTOS_SETA_R],[VAR_TX_SINISTRO_MATERIAL_SETA_R (cópia)_637540871055683857],IF [VAR_TX_SINISTRO_MEDICAMENTOS] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
146,[VAR_TX_SINISTRO_MEDICAMENTOS_SETA_Y],[VAR_TX_SINISTRO_MATERIAL_SETA_Y (cópia)_637540871055683858],IF [VAR_TX_SINISTRO_MEDICAMENTOS] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]      AND [VAR_TX_SINISTRO_MEDICAMENTOS] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
